code_colour,item_status,odm_customer,item_name,item_location,receive_qty,stock_qty,release_date,item_aging,pack_unit,pack_size,item_group,item_category,odm_ppo,mfg_date,item_cargo,arrive_date,soldout_date,soldout_status
C24139520,OUT OF STOCK,,ALISH MIDI DRESS,,28,,2024-10-11 00:00:00+00,12TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-21 00:00:00+00,2024-10-22 00:00:00+00,FULL PRICE
C24117383,OUT OF STOCK,,HIBISCUS HUES MIDI DRESS (REPEAT-SOLD),,41,,2024-10-11 00:00:00+00,12TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-18 00:00:00+00,2024-11-12 00:00:00+00,FULL PRICE
C24105512,OUT OF STOCK,,ZYLA DRESS,,37,,2024-10-11 00:00:00+00,12TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-09-27 00:00:00+00,2024-11-12 00:00:00+00,FULL PRICE
C24725609,OUT OF STOCK,,ELA SHIRRED DRESS,,18,,2024-10-11 00:00:00+00,12TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-18 00:00:00+00,2024-11-19 00:00:00+00,FULL PRICE
C24185569,OUT OF STOCK,,MILLIE DRESS,,32,,2024-10-11 00:00:00+00,12TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-10-04 00:00:00+00,2024-11-19 00:00:00+00,FULL PRICE
C24173541,OUT OF STOCK,,EMERSON DRESS,N33,28,,2024-10-07 00:00:00+00,13TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-27 00:00:00+00,2024-12-20 00:00:00+00,ON SALE
C24002616,ON SALE,,LANI DRESS,K11,28.5,9,2024-10-07 00:00:00+00,13TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-09-27 00:00:00+00,,
C24105515,FULL PRICE,,KEELEY DRESS,I21,40,12,2024-10-07 00:00:00+00,13TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-09-27 00:00:00+00,,
C24134617,OUT OF STOCK,,LANI SHIRRED DRESS,F14,28,,2024-10-07 00:00:00+00,13TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-27 00:00:00+00,2024-12-20 00:00:00+00,ON SALE
P24736547,FULL PRICE,,TALIA SHORTS,A32,24,6,2024-10-07 00:00:00+00,13TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,PANT,,,,2024-09-09 00:00:00+00,,
P24108545,FULL PRICE,,TALIA TOP,B24,30,16,2024-10-07 00:00:00+00,13TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,TOP,,,,2024-09-09 00:00:00+00,,
P24775549,ON SALE,,APOLLO TOP,A33,28,20,2024-10-07 00:00:00+00,13TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,TOP,,,,2024-10-04 00:00:00+00,,
P24110546,OUT OF STOCK,,TALIA DRESS,A32,30,,2024-10-07 00:00:00+00,13TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-09-09 00:00:00+00,2024-12-20 00:00:00+00,ON SALE
P24127548,OUT OF STOCK,,APOLLO MIDI DRESS,,25,,2024-10-04 00:00:00+00,13TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-09-12 00:00:00+00,2024-10-22 00:00:00+00,FULL PRICE
C24139463,OUT OF STOCK,,SOLAR MIDI DRESS,,29,,2024-10-04 00:00:00+00,13TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-07 00:00:00+00,2024-10-29 00:00:00+00,FULL PRICE
C24116522,OUT OF STOCK,,VESPERA MIDI DRESS,,28,,2024-10-04 00:00:00+00,13TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-09 00:00:00+00,2024-11-19 00:00:00+00,ON SALE
C24156532,ON SALE,,SHELLEY DRESS,I11,32,25,2024-09-30 00:00:00+00,14TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-12 00:00:00+00,,
C24725531,ON SALE,,SHELLEY SHIRRED DRESS,H12,30,10.5,2024-09-30 00:00:00+00,14TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-09 00:00:00+00,,
C24411600,OUT OF STOCK,,BERTIE DRESS,,30,,2024-09-27 00:00:00+00,14TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-18 00:00:00+00,2024-10-22 00:00:00+00,FULL PRICE
C24117542,OUT OF STOCK,,FOLEY MIDI DRESS,,28,,2024-09-27 00:00:00+00,14TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-12 00:00:00+00,2024-11-12 00:00:00+00,ON SALE
C089149 NAVY,FULL PRICE,,DRAPE TOP (REPEAT),M34,45,48,2024-09-23 00:00:00+00,15TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2024-11-19 00:00:00+00,,
C089149 GREEN,FULL PRICE,,DRAPE TOP (REPEAT),M24,32,40,2024-09-23 00:00:00+00,15TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2024-11-19 00:00:00+00,,
C089149 BLACK,FULL PRICE,,DRAPE TOP,L13 FRONT,100,50,2024-12-30 00:00:00+00,1ST WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,2024-12-20 00:00:00+00,AIR,2024-12-30 00:00:00+00,,
C24129537,FULL PRICE,,COBRA GAZE STRAP DRESS,J21,40,15,2024-09-23 00:00:00+00,15TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-09 00:00:00+00,,
C24142516,OUT OF STOCK,,KAREN DRESS,I33,30,,2024-09-23 00:00:00+00,15TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-12 00:00:00+00,2024-12-13 00:00:00+00,ON SALE
C24105605 BLACK,FULL PRICE,,MATA DRESS (REPEAT) 13 DEC AIR,,,,2024-09-23 00:00:00+00,15TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-12-20 00:00:00+00,,
C24105487,OUT OF STOCK,,CISNEROS DRESS,,27,,2024-09-20 00:00:00+00,15TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-08-21 00:00:00+00,2024-10-01 00:00:00+00,FULL PRICE
C24411384,OUT OF STOCK,,HIBISCUS HUES SHORT DRESS (REPEAT-SOLD),,30,,2024-09-20 00:00:00+00,15TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-18 00:00:00+00,2024-10-01 00:00:00+00,FULL PRICE
C24158535,OUT OF STOCK,,CARNATION PIPING DRESS,,11,,2024-09-20 00:00:00+00,15TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-09 00:00:00+00,2024-10-01 00:00:00+00,FULL PRICE
C24303534,OUT OF STOCK,,CARNATION DRESS,,12,,2024-09-20 00:00:00+00,15TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-09 00:00:00+00,2024-10-08 00:00:00+00,FULL PRICE
C24117544,OUT OF STOCK,,CYAN DRESS,,18,,2024-09-20 00:00:00+00,15TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-09 00:00:00+00,2024-11-19 00:00:00+00,ON SALE
P24737446,FULL PRICE,,JUNGLE SECRET MIDI DRESS,C31,30,9,2024-09-16 00:00:00+00,16TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-08-26 00:00:00+00,,
C24239451,OUT OF STOCK,,CERISE DRESS,,34,,2024-09-13 00:00:00+00,16TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-22 00:00:00+00,2024-09-17 00:00:00+00,NEW RELEASE
C24139503,OUT OF STOCK,,GLOVER MIDI DRESS,,24,,2024-09-13 00:00:00+00,16TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-09-23 00:00:00+00,2024-09-24 00:00:00+00,FULL PRICE
P24109447,OUT OF STOCK,,JUNGLE SECRET DRESS,,35,,2024-09-13 00:00:00+00,16TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-08-22 00:00:00+00,2024-10-01 00:00:00+00,FULL PRICE
C24105469,OUT OF STOCK,,CONSTANCE DRESS,,39,,2024-09-13 00:00:00+00,16TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-08-07 00:00:00+00,2024-10-15 00:00:00+00,FULL PRICE
C24725458,OUT OF STOCK,,DWARF BLOOM MIDI DRESS,,30,,2024-09-13 00:00:00+00,16TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-22 00:00:00+00,2024-11-05 00:00:00+00,ON SALE
C24700450,OUT OF STOCK,,CERISE MIDI DRESS,,39,,2024-09-13 00:00:00+00,16TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-22 00:00:00+00,2024-11-05 00:00:00+00,ON SALE
C24124444,OUT OF STOCK,,FREJA DRESS,G14,28,,2024-09-09 00:00:00+00,17TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-16 00:00:00+00,2024-12-06 00:00:00+00,ON SALE
C24139445,OUT OF STOCK,,FREJA MIDI DRESS,,32,,2024-09-06 00:00:00+00,17TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-16 00:00:00+00,2024-11-12 00:00:00+00,ON SALE
C24105488,OUT OF STOCK,,SILAS DRESS,,25,,2024-09-06 00:00:00+00,17TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-08-16 00:00:00+00,2024-09-10 00:00:00+00,NEW RELEASE
C24110518,OUT OF STOCK,,REID DRESS,,28,,2024-09-06 00:00:00+00,17TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-21 00:00:00+00,2024-09-17 00:00:00+00,FULL PRICE
C24116519,OUT OF STOCK,,REID MIDI DRESS,,27,,2024-09-06 00:00:00+00,17TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-21 00:00:00+00,2024-09-24 00:00:00+00,FULL PRICE
C24151538,OUT OF STOCK,,COBRA GAZE DRESS,,33,,2024-09-06 00:00:00+00,17TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-28 00:00:00+00,2024-10-08 00:00:00+00,FULL PRICE
C24164536,OUT OF STOCK,,NALANI STRAP DRESS,R34,38,,2024-09-02 00:00:00+00,18TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-21 00:00:00+00,2024-12-13 00:00:00+00,ON SALE
C24812443,OUT OF STOCK,,CASTILLO DRESS,,30,,2024-08-30 00:00:00+00,18TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-07 00:00:00+00,2024-09-03 00:00:00+00,NEW RELEASE
C23708453,OUT OF STOCK,,ZAHRAA DRESS,,23,,2024-08-30 00:00:00+00,18TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-31 00:00:00+00,2024-09-17 00:00:00+00,FULL PRICE
C24411528,OUT OF STOCK,,NALANI DRESS,,28,,2024-08-30 00:00:00+00,18TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-28 00:00:00+00,2024-09-24 00:00:00+00,FULL PRICE
C24770510,OUT OF STOCK,,LEENA MIDI DRESS,,22,,2024-08-30 00:00:00+00,18TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-16 00:00:00+00,2024-10-01 00:00:00+00,FULL PRICE
C24706442,OUT OF STOCK,,KAILANI DRESS,,28,,2024-08-30 00:00:00+00,18TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-16 00:00:00+00,2024-10-08 00:00:00+00,FULL PRICE
C24133489,OUT OF STOCK,,AMIR DRESS,,30,,2024-08-30 00:00:00+00,18TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-16 00:00:00+00,2024-10-08 00:00:00+00,FULL PRICE
P24736426,ON SALE,,CIERRA SHORTS,B34,20,6,2024-08-26 00:00:00+00,19TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,PANT,,,,2024-06-26 00:00:00+00,,
P24069213,ON SALE,,NOOR SKIRT,B24,19,15,2024-08-26 00:00:00+00,19TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,SKIRT,,,,2024-06-19 00:00:00+00,,
P24818425,ON SALE,,CIERRA SHIRT,A33,23,10,2024-08-26 00:00:00+00,19TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,SHIRT,,,,2024-06-26 00:00:00+00,,
P24737428,ON SALE,,CIERRA MIDI DRESS,A22,26,7,2024-08-26 00:00:00+00,19TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-07-11 00:00:00+00,,
P24735212,ON SALE,,NOOR SHIRT,A14,20,13,2024-08-26 00:00:00+00,19TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,SHIRT,,,,2024-06-12 00:00:00+00,,
P23683494,FULL PRICE,,ALEXIA DRESS,A31,,4,2024-08-25 00:00:00+00,19TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2023-08-15 00:00:00+00,,
P24639435,OUT OF STOCK,,TUSCAN DREAM DRESS,,19,,2024-08-23 00:00:00+00,19TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-07-04 00:00:00+00,2024-09-03 00:00:00+00,FULL PRICE
C24105509,OUT OF STOCK,,ELLIOTT DRESS,,26,,2024-08-23 00:00:00+00,19TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-08-16 00:00:00+00,2024-09-10 00:00:00+00,FULL PRICE
P24737434,OUT OF STOCK,,TUSCAN DREAM MIDI DRESS,,22,,2024-08-23 00:00:00+00,19TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-07-11 00:00:00+00,2024-09-17 00:00:00+00,FULL PRICE
C24372449,OUT OF STOCK,,"CAMELLIA JOY MIDI DRESS
",,36,,2024-08-23 00:00:00+00,19TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-22 00:00:00+00,2024-10-01 00:00:00+00,FULL PRICE
C24107482,OUT OF STOCK,,MALACHY MIDI DRESS,,31,,2024-08-23 00:00:00+00,19TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-16 00:00:00+00,2024-10-01 00:00:00+00,FULL PRICE
P24109424,OUT OF STOCK,,CIERRA DRESS,,21,,2024-08-23 00:00:00+00,19TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-06-26 00:00:00+00,2024-10-08 00:00:00+00,ON SALE
C24161440,OUT OF STOCK,,SHELLY MIDI DRESS,,30,,2024-08-23 00:00:00+00,19TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-21 00:00:00+00,2024-10-08 00:00:00+00,ON SALE
C24133505,OUT OF STOCK,,SARIAH DRESS,,26,,2024-08-23 00:00:00+00,19TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-07 00:00:00+00,2024-10-15 00:00:00+00,ON SALE
C24120448,OUT OF STOCK,,CAMELLIA JOY  DRESS,,29,,2024-08-23 00:00:00+00,19TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-22 00:00:00+00,2024-10-15 00:00:00+00,ON SALE
C24770467,ON SALE,,CASTILLO DRESS,O24,23,8,2024-08-19 00:00:00+00,20TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-07 00:00:00+00,,
C24553460,OUT OF STOCK,,MARISOL MIDI DRESS,,29,,2024-08-16 00:00:00+00,20TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-07 00:00:00+00,2024-11-12 00:00:00+00,ON SALE
C24105486,OUT OF STOCK,,ROWAN DRESS,,39,,2024-08-16 00:00:00+00,20TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-08-07 00:00:00+00,2024-09-17 00:00:00+00,FULL PRICE
C24152439,OUT OF STOCK,,SHELLY DRESS,,29,,2024-08-16 00:00:00+00,20TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-08-07 00:00:00+00,2024-10-08 00:00:00+00,ON SALE
C24141484,OUT OF STOCK,,ROMSEY DRESS,N34,30,,2024-08-12 00:00:00+00,21ST WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-31 00:00:00+00,2024-10-18 00:00:00+00,ON SALE
C24725485,OUT OF STOCK,,ROMSEY MIDI DRESS,L32,34,,2024-08-12 00:00:00+00,21ST WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-31 00:00:00+00,2024-10-18 00:00:00+00,ON SALE
C24140461,OUT OF STOCK,,SOLARA DRESS,,30,,2024-08-09 00:00:00+00,21ST WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-31 00:00:00+00,2024-10-15 00:00:00+00,ON SALE
C24708471,OUT OF STOCK,,COSTAL BLUE TIRED DRESS,,18,,2024-08-02 00:00:00+00,22ND WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-17 00:00:00+00,2024-11-19 00:00:00+00,ON SALE
C23700386,OUT OF STOCK,,COSTAL BLUE MIDI DRESS,,37,,2024-08-02 00:00:00+00,22ND WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-17 00:00:00+00,2024-11-19 00:00:00+00,ON SALE
C24105468,OUT OF STOCK,,GILLESPIE DRESS,,26,,2024-08-02 00:00:00+00,22ND WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-07-31 00:00:00+00,2024-09-03 00:00:00+00,FULL PRICE
C24131385,OUT OF STOCK,,COSTAL BLUE DRESS,,18,,2024-08-02 00:00:00+00,22ND WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-17 00:00:00+00,2024-09-10 00:00:00+00,FULL PRICE
C24239465,OUT OF STOCK,,GILLESPIE DRESS,,30,,2024-08-02 00:00:00+00,22ND WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-24 00:00:00+00,2024-10-01 00:00:00+00,ON SALE
C24700454,OUT OF STOCK,,RAIHAN MIDI DRESS,,22,,2024-07-26 00:00:00+00,23RD WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-24 00:00:00+00,2024-10-15 00:00:00+00,ON SALE
C24783395,OUT OF STOCK,,HIBISCUS HUES STRAP DRESS,,26,,2024-07-26 00:00:00+00,23RD WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-17 00:00:00+00,2024-10-22 00:00:00+00,ON SALE
C24617192,OUT OF STOCK,,OCEANA SHIRT,,23,,2024-07-26 00:00:00+00,23RD WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,SHIRT,,,,2024-07-17 00:00:00+00,2024-10-29 00:00:00+00,ON SALE
C24304193,OUT OF STOCK,,TESSELLATE PANTS,,28,,2024-07-26 00:00:00+00,23RD WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,PANT,,,,2024-05-12 00:00:00+00,2024-11-05 00:00:00+00,ON SALE
C24105194,OUT OF STOCK,,OCEANA SHIRT,,25,,2024-07-26 00:00:00+00,23RD WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-05-12 00:00:00+00,2024-07-30 00:00:00+00,NEW RELEASE
C24373464,OUT OF STOCK,,KURT MIDI DRESS,,21,,2024-07-26 00:00:00+00,23RD WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-24 00:00:00+00,2024-08-13 00:00:00+00,FULL PRICE
C24139462,OUT OF STOCK,,LARRY MIDI DRESS,,29,,2024-07-26 00:00:00+00,23RD WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-24 00:00:00+00,2024-08-20 00:00:00+00,FULL PRICE
P24736433,FULL PRICE,,ISLAND BREEZE SHORTS,B24,32,3,2024-07-22 00:00:00+00,24TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,PANT,,,,2024-07-04 00:00:00+00,,
P24736422,ON SALE,,MGRA SHORTS,A31,29,1,2024-07-22 00:00:00+00,24TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,PANT,,,,2024-06-26 00:00:00+00,,
P24735432,FULL PRICE,,ISLAND BREEZE SHIRT,A31,34,1,2024-07-22 00:00:00+00,24TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,SHIRT,,,,2024-07-04 00:00:00+00,,
P24735421,ON SALE,,MGRA SHIRT,A23,30,5,2024-07-22 00:00:00+00,24TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,SHIRT,,,,2024-06-26 00:00:00+00,,
P24737423,OUT OF STOCK,,MGRA DRESS,A21,40,,2024-07-22 00:00:00+00,24TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-07-04 00:00:00+00,2024-12-20 00:00:00+00,ON SALE
C24130430,OUT OF STOCK,,MELON MINGLE DRESS,,39,,2024-07-19 00:00:00+00,24TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-11 00:00:00+00,2024-09-24 00:00:00+00,ON SALE
C24812429,OUT OF STOCK,,MELON MINGLE MIDI DRESS,,39,,2024-07-19 00:00:00+00,24TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-04 00:00:00+00,2024-10-08 00:00:00+00,ON SALE
C24239441,OUT OF STOCK,,OCEANA DRESS,,28,,2024-07-19 00:00:00+00,24TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-11 00:00:00+00,2024-10-15 00:00:00+00,ON SALE
C24617400,OUT OF STOCK,,OCEANA SHIRT,,21,,2024-07-19 00:00:00+00,24TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,SHIRT,,,,2024-07-11 00:00:00+00,2024-10-29 00:00:00+00,ON SALE
C24304401,OUT OF STOCK,,OCEANA PANTS,,20,,2024-07-19 00:00:00+00,24TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,PANT,,,,2024-07-11 00:00:00+00,2024-10-29 00:00:00+00,ON SALE
P24127413,OUT OF STOCK,,SOLEIL MIDI DRESS,,20,,2024-07-19 00:00:00+00,24TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-06-26 00:00:00+00,2024-08-06 00:00:00+00,FULL PRICE
P24735414,OUT OF STOCK,,SOLEIL SHIRT,,19,,2024-07-19 00:00:00+00,24TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,SHIRT,,,,2024-07-04 00:00:00+00,2024-08-13 00:00:00+00,FULL PRICE
P24027415,OUT OF STOCK,,SOLEIL PANTS,,21,,2024-07-19 00:00:00+00,24TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,PANT,,,,2024-06-26 00:00:00+00,2024-08-13 00:00:00+00,FULL PRICE
C24392402,OUT OF STOCK,,OCEANA MIDI DRESS,,18,,2024-07-19 00:00:00+00,24TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-04 00:00:00+00,2024-08-13 00:00:00+00,FULL PRICE
P24718431,OUT OF STOCK,,ISLAND BREEZE DRESS,,31,,2024-07-19 00:00:00+00,24TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-07-04 00:00:00+00,2024-08-27 00:00:00+00,FULL PRICE
C24049438,OUT OF STOCK,,SOLSTICE MIDI DRESS,,26,,2024-07-19 00:00:00+00,24TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-11 00:00:00+00,2024-08-27 00:00:00+00,FULL PRICE
